Timestamp,Input Text,Sentiment,Confidence Score
2024-09-23 00:12:00,Mock text for 2024-09-23,NEGATIVE,0.93
2024-09-23 13:19:00,Mock text for 2024-09-23,POSITIVE,0.8
2024-09-24 13:03:00,Mock text for 2024-09-24,POSITIVE,0.88
2024-09-24 08:07:00,Mock text for 2024-09-24,POSITIVE,0.84
2024-09-24 04:47:00,Mock text for 2024-09-24,NEUTRAL,0.8
2024-09-24 20:25:00,Mock text for 2024-09-24,POSITIVE,0.98
2024-09-24 10:58:00,Mock text for 2024-09-24,POSITIVE,0.86
2024-09-24 17:54:00,Mock text for 2024-09-24,NEUTRAL,0.98
2024-09-25 15:31:00,Mock text for 2024-09-25,NEUTRAL,1.0
2024-09-25 01:16:00,Mock text for 2024-09-25,NEGATIVE,0.81
2024-09-25 19:09:00,Mock text for 2024-09-25,POSITIVE,0.87
2024-09-25 12:01:00,Mock text for 2024-09-25,POSITIVE,0.7
2024-09-25 01:23:00,Mock text for 2024-09-25,NEUTRAL,0.9
2024-09-26 08:16:00,Mock text for 2024-09-26,NEUTRAL,0.82
2024-09-26 08:53:00,Mock text for 2024-09-26,NEGATIVE,0.74
2024-09-26 12:53:00,Mock text for 2024-09-26,NEGATIVE,0.87
2024-09-26 02:51:00,Mock text for 2024-09-26,POSITIVE,0.94
2024-09-26 20:44:00,Mock text for 2024-09-26,POSITIVE,0.87
2024-09-27 03:04:00,Mock text for 2024-09-27,POSITIVE,0.75
2024-09-27 14:32:00,Mock text for 2024-09-27,NEUTRAL,0.91
2024-09-27 15:19:00,Mock text for 2024-09-27,NEUTRAL,0.86
2024-09-27 02:54:00,Mock text for 2024-09-27,NEUTRAL,0.85
2024-09-27 19:06:00,Mock text for 2024-09-27,NEGATIVE,0.77
2024-09-27 06:02:00,Mock text for 2024-09-27,NEGATIVE,0.83
2024-09-27 15:23:00,Mock text for 2024-09-27,NEUTRAL,0.9
2024-09-28 09:37:00,Mock text for 2024-09-28,NEUTRAL,0.79
2024-09-28 13:47:00,Mock text for 2024-09-28,POSITIVE,0.83
2024-09-28 08:26:00,Mock text for 2024-09-28,NEUTRAL,0.74
2024-09-28 06:44:00,Mock text for 2024-09-28,POSITIVE,0.7
2024-09-28 11:12:00,Mock text for 2024-09-28,NEGATIVE,0.82
2024-09-29 12:03:00,Mock text for 2024-09-29,NEUTRAL,0.85
2024-09-29 18:02:00,Mock text for 2024-09-29,POSITIVE,0.7
2024-09-29 21:57:00,Mock text for 2024-09-29,NEGATIVE,0.91
2024-09-29 05:49:00,Mock text for 2024-09-29,NEUTRAL,0.93
2024-09-29 00:52:00,Mock text for 2024-09-29,POSITIVE,0.91
2024-09-29 01:20:00,Mock text for 2024-09-29,POSITIVE,0.9
2024-09-30 20:06:00,Mock text for 2024-09-30,POSITIVE,0.91
2024-09-30 08:20:00,Mock text for 2024-09-30,POSITIVE,0.75
2024-09-30 18:38:00,Mock text for 2024-09-30,POSITIVE,0.89
2024-09-30 22:26:00,Mock text for 2024-09-30,POSITIVE,0.77
2024-10-01 01:32:00,Mock text for 2024-10-01,NEUTRAL,0.99
2024-10-01 17:23:00,Mock text for 2024-10-01,NEGATIVE,0.94
2024-10-01 21:00:00,Mock text for 2024-10-01,NEGATIVE,0.92
2024-10-01 20:58:00,Mock text for 2024-10-01,NEUTRAL,0.88
2024-10-01 12:17:00,Mock text for 2024-10-01,POSITIVE,0.96
2024-10-01 22:32:00,Mock text for 2024-10-01,NEGATIVE,0.92
2024-10-01 08:37:00,Mock text for 2024-10-01,POSITIVE,0.71
2024-10-02 21:07:00,Mock text for 2024-10-02,NEUTRAL,0.77
2024-10-02 13:52:00,Mock text for 2024-10-02,NEGATIVE,0.73
2024-10-02 11:38:00,Mock text for 2024-10-02,NEUTRAL,0.82
2024-10-02 02:29:00,Mock text for 2024-10-02,POSITIVE,0.79
2024-10-02 21:46:00,Mock text for 2024-10-02,NEUTRAL,0.85
2024-10-02 15:45:00,Mock text for 2024-10-02,NEUTRAL,0.79
2024-10-03 13:18:00,Mock text for 2024-10-03,NEGATIVE,0.77
2024-10-03 10:45:00,Mock text for 2024-10-03,POSITIVE,0.74
2024-10-03 12:28:00,Mock text for 2024-10-03,NEGATIVE,0.98
2024-10-03 16:19:00,Mock text for 2024-10-03,NEGATIVE,0.83
2024-10-03 07:58:00,Mock text for 2024-10-03,NEUTRAL,0.74
2024-10-03 03:28:00,Mock text for 2024-10-03,POSITIVE,0.72
2024-10-04 21:13:00,Mock text for 2024-10-04,NEGATIVE,0.96
2024-10-04 22:22:00,Mock text for 2024-10-04,POSITIVE,0.99
2024-10-04 00:42:00,Mock text for 2024-10-04,NEUTRAL,0.99
2024-10-04 02:58:00,Mock text for 2024-10-04,NEUTRAL,0.74
2024-10-05 09:55:00,Mock text for 2024-10-05,NEUTRAL,0.85
2024-10-05 20:47:00,Mock text for 2024-10-05,NEUTRAL,0.79
2024-10-05 06:26:00,Mock text for 2024-10-05,NEGATIVE,0.71
2024-10-05 16:54:00,Mock text for 2024-10-05,NEUTRAL,0.93
2024-10-06 22:11:00,Mock text for 2024-10-06,NEGATIVE,0.98
2024-10-06 06:59:00,Mock text for 2024-10-06,NEUTRAL,0.86
2024-10-06 08:38:00,Mock text for 2024-10-06,NEGATIVE,0.87
2024-10-06 01:17:00,Mock text for 2024-10-06,POSITIVE,0.77
2024-10-06 04:56:00,Mock text for 2024-10-06,POSITIVE,0.77
2024-10-06 07:59:00,Mock text for 2024-10-06,POSITIVE,0.77
2024-10-07 08:24:00,Mock text for 2024-10-07,POSITIVE,0.86
2024-10-07 23:36:00,Mock text for 2024-10-07,NEGATIVE,0.95
2024-10-07 11:24:00,Mock text for 2024-10-07,NEGATIVE,0.75
2024-10-08 02:59:00,Mock text for 2024-10-08,NEUTRAL,0.82
2024-10-08 19:20:00,Mock text for 2024-10-08,NEGATIVE,0.76
2024-10-08 01:55:00,Mock text for 2024-10-08,NEGATIVE,0.9
2024-10-08 20:09:00,Mock text for 2024-10-08,POSITIVE,0.95
2024-10-08 09:38:00,Mock text for 2024-10-08,POSITIVE,0.7
2024-10-09 19:35:00,Mock text for 2024-10-09,NEGATIVE,0.77
2024-10-09 03:01:00,Mock text for 2024-10-09,NEUTRAL,0.79
2024-10-09 22:09:00,Mock text for 2024-10-09,POSITIVE,0.79
2024-10-10 18:05:00,Mock text for 2024-10-10,NEGATIVE,0.96
2024-10-10 19:21:00,Mock text for 2024-10-10,POSITIVE,0.86
2024-10-10 05:38:00,Mock text for 2024-10-10,POSITIVE,0.83
2024-10-10 05:09:00,Mock text for 2024-10-10,NEGATIVE,0.78
2024-10-11 18:38:00,Mock text for 2024-10-11,POSITIVE,0.84
2024-10-11 05:10:00,Mock text for 2024-10-11,NEUTRAL,0.71
2024-10-11 13:00:00,Mock text for 2024-10-11,POSITIVE,0.88
2024-10-11 09:10:00,Mock text for 2024-10-11,NEUTRAL,0.88
2024-10-12 17:05:00,Mock text for 2024-10-12,NEUTRAL,0.84
2024-10-12 05:10:00,Mock text for 2024-10-12,NEGATIVE,0.92
2024-10-12 09:00:00,Mock text for 2024-10-12,NEGATIVE,0.76
2024-10-12 05:33:00,Mock text for 2024-10-12,POSITIVE,0.73
2024-10-13 11:32:00,Mock text for 2024-10-13,NEUTRAL,0.73
2024-10-13 21:22:00,Mock text for 2024-10-13,POSITIVE,1.0
2024-10-13 22:30:00,Mock text for 2024-10-13,NEGATIVE,0.92
2024-10-13 09:09:00,Mock text for 2024-10-13,NEUTRAL,0.84
2024-10-13 00:54:00,Mock text for 2024-10-13,POSITIVE,0.81
2024-10-13 02:51:00,Mock text for 2024-10-13,NEGATIVE,0.94
2024-10-13 08:37:00,Mock text for 2024-10-13,POSITIVE,0.95
2024-10-14 15:22:00,Mock text for 2024-10-14,NEGATIVE,0.93
2024-10-14 14:53:00,Mock text for 2024-10-14,NEUTRAL,0.97
2024-10-14 07:08:00,Mock text for 2024-10-14,NEGATIVE,0.99
2024-10-14 09:51:00,Mock text for 2024-10-14,NEUTRAL,0.78
2024-10-14 11:56:00,Mock text for 2024-10-14,POSITIVE,0.95
2024-10-14 11:33:00,Mock text for 2024-10-14,NEUTRAL,0.73
2024-10-15 13:45:00,Mock text for 2024-10-15,NEUTRAL,0.72
2024-10-15 22:36:00,Mock text for 2024-10-15,POSITIVE,0.93
2024-10-15 21:41:00,Mock text for 2024-10-15,POSITIVE,0.71
2024-10-15 07:56:00,Mock text for 2024-10-15,POSITIVE,0.96
2024-10-15 13:32:00,Mock text for 2024-10-15,NEUTRAL,0.73
2024-10-15 07:52:00,Mock text for 2024-10-15,NEUTRAL,0.78
2024-10-16 03:15:00,Mock text for 2024-10-16,POSITIVE,0.95
2024-10-16 23:23:00,Mock text for 2024-10-16,POSITIVE,0.77
2024-10-16 07:40:00,Mock text for 2024-10-16,POSITIVE,0.79
2024-10-16 02:00:00,Mock text for 2024-10-16,POSITIVE,0.79
2024-10-17 06:43:00,Mock text for 2024-10-17,POSITIVE,0.76
2024-10-17 08:54:00,Mock text for 2024-10-17,NEGATIVE,0.71
2024-10-17 13:25:00,Mock text for 2024-10-17,POSITIVE,0.91
2024-10-17 14:09:00,Mock text for 2024-10-17,POSITIVE,0.73
2024-10-17 17:33:00,Mock text for 2024-10-17,NEGATIVE,0.83
2024-10-18 20:51:00,Mock text for 2024-10-18,POSITIVE,0.71
2024-10-18 04:39:00,Mock text for 2024-10-18,POSITIVE,0.85
2024-10-18 21:42:00,Mock text for 2024-10-18,POSITIVE,0.96
2024-10-19 22:12:00,Mock text for 2024-10-19,NEUTRAL,0.95
2024-10-19 02:29:00,Mock text for 2024-10-19,POSITIVE,0.98
2024-10-19 07:22:00,Mock text for 2024-10-19,NEGATIVE,0.83
2024-10-19 14:07:00,Mock text for 2024-10-19,NEGATIVE,0.81
2024-10-20 07:56:00,Mock text for 2024-10-20,NEGATIVE,0.75
2024-10-20 08:51:00,Mock text for 2024-10-20,POSITIVE,0.95
2024-10-20 18:07:00,Mock text for 2024-10-20,POSITIVE,0.71
2024-10-20 06:41:00,Mock text for 2024-10-20,NEUTRAL,0.91
2024-10-20 06:42:00,Mock text for 2024-10-20,POSITIVE,0.76
2024-10-20 12:25:00,Mock text for 2024-10-20,NEUTRAL,0.96
2024-10-20 07:12:00,Mock text for 2024-10-20,POSITIVE,0.86
2024-10-21 11:48:00,Mock text for 2024-10-21,NEGATIVE,0.83
2024-10-21 13:57:00,Mock text for 2024-10-21,NEUTRAL,0.8
2024-10-21 10:43:00,Mock text for 2024-10-21,NEGATIVE,0.81
2024-10-21 06:33:00,Mock text for 2024-10-21,NEGATIVE,0.71
2024-10-22 06:01:00,Mock text for 2024-10-22,POSITIVE,0.71
2024-10-22 17:55:00,Mock text for 2024-10-22,NEGATIVE,0.85
2024-10-22 07:09:00,Mock text for 2024-10-22,NEGATIVE,0.76
2024-10-22 03:55:00,Mock text for 2024-10-22,POSITIVE,0.9
2024-10-23 09:58:00,Mock text for 2024-10-23,POSITIVE,0.74
2024-10-23 22:45:00,Mock text for 2024-10-23,NEUTRAL,0.9
2024-10-23 20:00:00,Mock text for 2024-10-23,POSITIVE,0.93
2024-10-23 18:21:00,Mock text for 2024-10-23,NEGATIVE,0.96
2024-10-23 11:31:00,Mock text for 2024-10-23,POSITIVE,0.92
2024-10-24 06:57:00,Mock text for 2024-10-24,POSITIVE,0.74
2024-10-24 18:48:00,Mock text for 2024-10-24,NEUTRAL,0.74
2024-10-24 03:44:00,Mock text for 2024-10-24,NEGATIVE,0.98
2024-10-24 14:53:00,Mock text for 2024-10-24,NEGATIVE,0.89
2024-10-24 22:28:00,Mock text for 2024-10-24,POSITIVE,0.82
2024-10-25 03:19:00,Mock text for 2024-10-25,NEUTRAL,1.0
2024-10-25 08:10:00,Mock text for 2024-10-25,POSITIVE,0.77
2024-10-25 13:29:00,Mock text for 2024-10-25,NEGATIVE,0.87
2024-10-25 09:47:00,Mock text for 2024-10-25,POSITIVE,0.92
2024-10-25 19:08:00,Mock text for 2024-10-25,POSITIVE,0.73
2024-10-25 10:45:00,Mock text for 2024-10-25,NEUTRAL,0.79
2024-10-25 17:11:00,Mock text for 2024-10-25,POSITIVE,0.91
2024-10-26 11:35:00,Mock text for 2024-10-26,NEGATIVE,0.71
2024-10-26 04:35:00,Mock text for 2024-10-26,NEUTRAL,0.88
2024-10-26 05:20:00,Mock text for 2024-10-26,NEUTRAL,0.92
2024-10-26 05:19:00,Mock text for 2024-10-26,POSITIVE,0.92
2024-10-26 03:29:00,Mock text for 2024-10-26,NEUTRAL,0.77
2024-10-27 21:42:00,Mock text for 2024-10-27,NEGATIVE,0.97
2024-10-27 14:55:00,Mock text for 2024-10-27,NEUTRAL,0.77
2024-10-27 09:54:00,Mock text for 2024-10-27,NEGATIVE,0.75
2024-10-27 13:29:00,Mock text for 2024-10-27,POSITIVE,0.95
2024-10-27 03:11:00,Mock text for 2024-10-27,POSITIVE,0.71
2024-10-27 06:49:00,Mock text for 2024-10-27,NEUTRAL,0.85
2024-10-28 03:04:00,Mock text for 2024-10-28,NEUTRAL,0.76
2024-10-28 21:25:00,Mock text for 2024-10-28,NEGATIVE,0.9
2024-10-28 21:32:00,Mock text for 2024-10-28,NEUTRAL,0.75
2024-10-29 05:14:00,Mock text for 2024-10-29,NEGATIVE,0.77
2024-10-29 19:57:00,Mock text for 2024-10-29,POSITIVE,0.79
2024-10-29 19:35:00,Mock text for 2024-10-29,NEGATIVE,0.73
2024-10-29 20:06:00,Mock text for 2024-10-29,NEUTRAL,0.78
2024-10-30 09:50:00,Mock text for 2024-10-30,NEUTRAL,0.94
2024-10-30 06:17:00,Mock text for 2024-10-30,NEUTRAL,0.77
2024-10-30 16:10:00,Mock text for 2024-10-30,NEGATIVE,0.82
2024-10-30 09:48:00,Mock text for 2024-10-30,NEUTRAL,0.92
2024-10-30 21:11:00,Mock text for 2024-10-30,NEGATIVE,0.98
2024-10-30 00:19:00,Mock text for 2024-10-30,NEGATIVE,0.7
2024-10-30 09:52:00,Mock text for 2024-10-30,POSITIVE,0.8
2024-10-31 05:11:00,Mock text for 2024-10-31,NEUTRAL,0.72
2024-10-31 10:59:00,Mock text for 2024-10-31,NEUTRAL,0.94
2024-10-31 17:52:00,Mock text for 2024-10-31,NEGATIVE,0.86


